,d1,d2,d3,d4,d5,d6,Temperature,Humidity,Weather
471,28.456,22.757,22.112,10.28,8.683,25.369,,,
472,27.85,22.755,21.893,11.356,14.767,26.45,,,
473,28.958,18.533,21.837,12.13,11.247,26.324,,,
474,29.015,23.591,21.912,10.91,11.759,27.049,,,
475,21.554,21.795,21.75,11.249,12.13,25.406,,,
476,28.23,24.947,21.292,11.249,13.357,25.873,,,
477,28.847,23.996,22.058,12.389,13.92,27.907,,,
478,27.279,12.262,20.706,10.28,11.356,26.679,,,
479,28.517,16.76,22.156,13.082,13.801,27.026,,,
480,28.735,25.641,21.76,12.471,13.358,26.63,,,
481,29.112,24.362,22.156,11.761,11.249,26.28,,,
482,28.888,18.543,22.396,11.356,13.921,26.141,,,
483,28.91,19.054,22.049,12.471,13.053,25.859,,,
484,29.156,21.03,21.465,12.218,11.356,26.027,,,
485,29.059,18.928,22.623,12.385,12.13,26.307,,,
486,27.253,22.701,21.712,12.471,13.357,25.83,,,
487,16.266,19.476,21.779,12.218,12.217,26.355,,,
488,29.522,23.208,22.075,13.358,11.355,25.91,,,
489,28.12,20.269,21.76,13.082,11.356,25.951,,,
490,26.57,24.637,21.836,12.131,12.214,27.173,,,
491,28.361,20.485,22.13,11.357,11.249,25.662,,,
492,28.433,20.766,21.589,12.131,11.356,27.304,,,
493,29.494,23.905,21.248,11.758,13.081,26.966,,,
494,30.738,21.421,21.216,13.082,13.081,25.271,,,
495,28.389,24.241,21.75,12.47,12.13,27.098,,,
496,26.599,21.991,21.117,13.358,12.388,26.811,,,
497,28.424,19.554,21.912,13.082,11.749,26.113,,,
498,28.61,23.25,21.779,13.358,13.357,27.136,,,
499,28.256,21.945,21.93,13.553,10.543,27.228,,,
500,28.548,17.622,21.682,14.523,12.388,26.472,,,
501,28.941,23.027,21.63,12.471,13.552,27.075,,,
502,28.142,22.611,20.991,14.771,13.861,27.981,,,
503,29.277,21.536,22.085,13.802,13.357,25.696,,,
504,28.94,18.23,20.348,13.861,13.082,26.062,,,
505,28.627,22.563,20.619,13.802,12.218,26.827,,,
506,28.585,18.823,21.593,12.218,11.474,26.409,,,
507,28.113,19.713,20.803,13.553,10.91,26.643,,,
508,28.273,16.933,20.945,13.554,13.082,26.289,,,
509,29.5,20.05,20.452,14.367,13.553,25.843,,,
510,29.226,23.803,22.05,14.723,13.357,26.196,,,
511,28.931,20.808,21.248,14.771,12.388,25.505,,,
512,28.829,22.591,20.851,14.521,13.356,25.909,,,
513,29.144,22.498,21.303,15.229,12.471,25.661,,,
514,28.271,16.989,21.711,14.367,11.76,26.038,,,
515,28.858,20.615,21.249,14.765,11.249,26.371,,,
516,27.595,23.58,20.743,12.389,11.249,26.037,,,
517,27.967,23.192,21.512,13.082,13.082,26.384,,,
518,27.434,18.507,21.682,13.554,12.218,27.568,,,
519,28.056,23.389,20.742,14.26,10.543,26.091,,,
520,28.542,23.995,21.623,13.921,11.356,26.436,,,
521,27.518,17.138,21.127,14.367,11.249,26.67,,,
522,28.998,23.63,21.502,13.921,10.791,26.566,,,
523,28.413,17.303,21.623,14.366,12.218,27.4,,,
524,28.382,22.766,21.249,14.523,10.91,25.517,,,
525,28.868,17.828,20.647,14.523,11.249,26.367,,,
526,29.264,18.993,20.453,12.863,11.835,26.374,,,
527,28.807,22.766,21.259,11.761,11.76,25.917,,,
528,28.68,23.274,20.279,12.131,11.356,26.41,,,
529,28.794,21.634,21.303,12.214,11.76,26.066,,,
530,28.708,22.05,21.93,10.28,10.28,25.673,,,
531,28.943,23.476,20.619,13.358,9.8523,27.505,,,
532,28.077,17.275,20.504,10.911,10.543,26.141,,,
533,28.94,22.269,21.682,11.761,8.6012,26.677,,,
534,28.596,22.724,21.502,11.356,9.2072,26.038,,,
535,28.836,24.609,21.512,13.358,9.2077,25.91,,,
536,29.074,22.458,21.471,13.29,10.91,26.604,,,
537,28.718,24.86,20.517,10.908,10.542,27.097,,,
538,28.873,22.492,20.898,11.354,11.051,25.06,,,
539,27.832,24.795,22.13,12.388,9.3781,26.218,,,
540,28.906,18.185,20.91,12.471,11.76,26.366,,,
541,28.542,18.812,21.116,10.911,9.852,25.962,,,
542,28.553,22.34,21.512,11.24,9.8521,26.092,,,
543,28.747,23.918,21.76,10.543,12.13,26.44,,,
544,28.122,21.904,20.91,10.911,10.91,25.861,,,
545,28.469,24.729,21.471,11.249,10.91,25.95,,,
546,27.87,21.696,20.791,10.91,14.522,25.891,,,
547,28.584,23.773,21.116,10.792,11.761,25.127,,,
548,28.137,21.304,22.049,9.3784,12.218,25.068,,,
549,28.452,24.365,21.419,9.2081,9.6738,26.742,,,
550,28.805,21.436,21.471,9.2081,9.2073,26.194,,,
551,28.276,22.026,20.945,12.314,4.2594,26.109,,,
552,28.904,23.966,22.218,9.3772,12.218,26.092,,,
553,28.381,24.004,21.161,9.8527,6.3678,26.639,,,
554,27.506,23.953,20.851,7.5327,9.8517,27.061,,,
555,28.399,23.831,21.345,8.239,11.356,25.917,,,
556,27.953,24.447,21.258,10.911,11.76,26.353,,,
557,27.672,24.065,21.419,12.389,9.8523,26.259,,,
558,27.343,22.034,21.249,9.208,11.76,26.071,,,
559,28.127,23.657,22.217,10.28,12.005,25.673,,,
560,27.741,23.954,20.851,12.863,12.471,25.861,,,
561,28.747,24.162,21.893,12.863,11.76,25.737,,,
562,28.074,24.33,22.495,13.358,13.861,25.096,,,
563,28.7,18.561,22.076,13.082,12.855,25.873,,,
564,28.37,24.722,20.068,11.761,14.313,26.194,,,
565,28.786,23.081,21.249,12.471,15.096,26.384,,,
566,28.52,24.463,21.512,10.792,15.228,25.634,,,
567,29.004,21.025,21.249,9.3784,14.028,26.11,,,
568,28.97,19.057,20.646,10.543,12.471,26.727,,,
569,28.423,24.147,21.93,11.249,13.86,25.475,,,
570,28.199,24.459,20.543,9.8526,12.862,26.081,,,
571,28.183,24.662,20.517,11.249,12.218,26.411,,,
572,28.832,24.558,21.295,10.28,14.771,26.639,,,
573,28.679,24.083,19.97,10.91,13.357,26.092,,,
574,28.518,24.051,21.116,13.082,11.76,26.387,,,
575,27.254,20.22,21.419,12.389,13.919,25.477,,,
576,28.682,24.874,16.595,10.911,12.863,25.759,,,
577,27.078,24.319,21.127,10.911,15.141,26.621,,,
578,28.685,24.143,21.759,10.28,13.081,25.89,,,
579,28.296,24.606,19.882,9.3783,13.553,26.08,,,
580,28.707,23.329,19.047,9.8526,13.357,26.411,,,
581,26.828,24.427,17.187,10.28,13.358,26.218,,,
582,28.679,24.687,19.207,9.8527,13.358,25.27,,,
583,28.752,24.238,18.92,9.208,14.722,25.91,,,
584,27.872,25.018,19.851,9.8522,14.367,26.45,,,
585,28.807,24.014,20.705,10.543,14.366,26.79,,,
586,28.52,25.7,21.471,10.911,15.91,26.414,,,
587,28.037,24.066,21.116,9.208,15.096,25.398,,,
588,28.72,24.706,20.333,8.239,14.259,25.757,,,
589,27.99,24.976,21.511,10.911,15.601,26.317,,,
590,28.435,24.735,20.791,10.278,15.096,26.898,,,
591,28.774,24.709,18.149,9.8457,14.522,26.368,,,
592,28.483,25.112,19.394,9.3783,14.522,26.055,,,
593,27.379,25.403,17.532,7.7813,16.193,26.45,,,
594,28.825,23.326,16.563,9.8526,16.811,26.519,,,
595,29.278,21.48,19.837,9.8526,9.2077,26.45,,,
596,28.433,23.087,19.715,9.208,5.2282,26.33,,,
597,27.6,24.846,20.656,9.8526,11.759,25.786,,,
598,28.49,22.863,19.941,10.543,11.356,25.755,,,
599,27.889,24.825,15.271,9.8527,12.388,26.563,,,
600,27.858,23.668,19.525,9.8526,12.473,25.331,,,
601,28.937,24.739,19.327,10.91,12.13,26.411,,,
602,29.097,18.381,20.386,12.273,12.863,26.473,,,
603,27.669,23.869,19.836,12.471,12.13,25.407,,,
604,28.066,24.711,20.543,10.911,13.919,25.662,,,
605,28.942,23.176,20.239,10.911,13.082,26.826,,,
606,28.308,24.453,20.851,10.543,13.357,26.754,,,
607,28.953,24.535,20.91,11.357,12.388,25.35,,,
608,28.483,25.154,20.071,7.7813,12.863,26.898,,,
609,28.021,23.357,20.539,10.543,12.218,26.525,,,
610,28.972,25.245,20.514,10.752,12.388,26.109,,,
611,28.84,24.464,20.543,9.3784,12.471,25.661,,,
612,28.724,24.557,20.543,11.223,11.354,25.909,,,
613,28.431,25.175,19.46,10.911,9.2078,26.197,,,
614,27.782,22.789,21.183,9.3784,12.388,26.197,,,
615,28.555,24.788,20.085,9.3783,13.082,25.995,,,
616,28.763,24.871,20.085,12.218,11.76,25.284,,,
617,28.977,16.566,19.97,10.887,11.76,26.643,,,
618,28.844,24.904,19.882,10.543,13.29,26.67,,,
619,28.678,25.483,18.405,9.3782,12.218,24.578,,,
620,28.996,21.735,19.852,10.911,12.471,25.995,,,
621,28.414,22.377,22.011,10.911,12.13,26.96,,,
622,28.999,25.619,18.238,10.911,11.181,26.123,,,
623,28.578,25.409,20.618,9.8525,12.471,27.322,,,
624,28.886,20.812,19.461,9.208,12.471,26.827,,,
625,28.283,25.927,20.347,10.79,10.542,25.739,,,
626,28.536,26.502,20.452,10.543,11.76,25.267,,,
627,28.52,24.891,19.309,10.28,12.218,26.235,,,
628,26.966,25.232,20.91,9.8526,10.791,26.316,,,
629,27.091,24.029,21.248,10.543,12.218,27.173,,,
630,29.206,24.608,21.291,9.8526,12.218,27.226,,,
631,28.291,25.236,20.279,10.543,12.13,26.45,,,
632,27.411,25.349,17.186,10.28,11.76,27.532,,,
633,27.146,24.965,20.991,10.543,12.218,28.92,,,
634,28.161,24.321,22.616,11.249,12.471,27.703,,,
635,27.811,25.076,20.909,10.28,12.218,27.568,,,
636,28.769,24.186,20.742,10.543,13.553,27.151,,,
637,28.435,25.112,13.081,10.911,12.388,27.336,,,
638,28.903,24.74,22.619,9.3784,11.249,26.402,,,
639,28.907,25.53,22.835,9.8527,13.357,27.12,,,
640,28.63,25.224,23.27,9.2077,12.861,26.204,,,
641,28.383,25.542,23.29,9.208,12.388,27.095,,,
642,27.969,21.767,19.03,9.208,11.76,24.517,,,
643,28.486,25.188,18.671,9.8527,11.818,28.079,,,
644,28.305,24.917,17.532,11.761,11.249,26.407,,,
645,28.478,25.371,19.822,12.471,12.13,26.918,,,
646,28.917,23.709,22.155,12.389,10.91,26.384,,,
647,27.665,24.306,21.386,12.471,12.218,26.106,,,
648,28.567,24.411,21.127,12.863,12.13,25.602,,,
649,28.414,25.318,21.094,11.249,12.388,26.138,,,
650,28.094,25.286,21.216,12.218,12.384,26.566,,,
651,28.63,25.555,21.622,11.249,13.356,26.29,,,
652,28.809,25.238,21.682,10.792,12.388,25.842,,,
653,29.865,22.476,21.249,10.543,13.801,26.414,,,
654,29.068,25.223,22.085,12.218,12.218,26.11,,,
655,27.837,24.96,22.059,12.471,13.357,25.5,,,
656,29.851,25.821,22.84,12.131,13.553,25.917,,,
657,29.332,25.443,19.066,10.911,12.388,26.367,,,
658,28.832,24.568,22.111,10.911,12.862,26.595,,,
659,28.154,25.383,23.103,11.246,12.47,26.45,,,
660,28.735,25.389,23.899,11.249,12.862,27.725,,,
661,28.778,25.611,24.603,13.29,13.357,25.662,,,
662,28.901,22.159,24.371,13.862,15.093,27.173,,,
663,29.171,25.617,22.47,12.471,10.992,25.861,,,
664,28.95,23.449,24.306,13.358,12.388,26.29,,,
665,27.74,25.49,24.371,10.911,12.218,24.907,,,
666,28.771,25.832,23.289,12.218,14.522,25.485,,,
667,28.983,25.572,21.21,12.389,14.259,26.109,,,
668,29.195,25.013,21.215,11.761,13.29,25.873,,,
669,28.109,25.672,17.608,11.249,15.27,25.872,,,
670,28.808,25.22,20.346,10.911,13.357,26.092,,,
671,27.934,23.641,18.344,12.218,16.842,25.386,,,
672,27.516,25.567,18.75,10.543,17.269,25.305,,,
673,29.125,23.474,21.501,12.218,15.603,25.518,,,
674,28.775,25.219,22.895,12.471,14.771,25.534,,,
675,28.822,24.789,22.862,12.389,14.52,25.969,,,
676,28.956,25.068,22.085,12.471,13.358,25.306,,,
677,28.84,24.487,22.217,13.082,14.313,25.759,,,
678,28.593,18.873,22.009,13.082,15.096,25.436,,,
679,28.72,25.049,22.049,12.863,14.523,25.842,,,
680,29.113,18.602,22.295,12.218,14.522,25.891,,,
681,28.467,24.427,19.574,13.358,13.357,25.845,,,
682,27.761,23.172,19.574,11.761,14.522,26.964,,,
683,29.183,26.205,21.356,12.388,13.802,26.166,,,
684,26.683,21.635,21.712,12.471,12.471,25.481,,,
685,27.426,24.711,22.495,12.218,13.552,26.79,,,
686,29.027,25.586,21.355,12.471,13.355,25.962,,,
687,29.008,24.796,19.378,10.911,13.553,26.193,,,
688,28.832,24.965,19.46,12.212,13.553,26.218,,,
689,28.518,25.325,18.409,12.131,13.921,26.605,,,
690,28.829,25.856,22.261,12.471,14.523,26.89,,,
691,27.819,22.571,19.715,11.761,14.313,26.141,,,
692,29.099,24.841,22.592,12.389,13.801,27.029,,,
693,28.999,25.416,22.387,11.761,13.357,26.384,,,
694,28.976,25.159,23.666,11.356,12.218,25.843,,,
695,29.106,25.366,22.085,12.218,13.357,25.994,,,
696,27.404,22.119,23.186,12.389,14.192,25.485,,,
697,27.43,25.26,21.355,13.554,13.082,25.661,,,
698,29.013,24.616,22.839,11.249,13.536,25.759,,,
699,28.379,24.871,19.525,13.288,13.082,26.871,,,
700,28.068,24.865,20.579,12.218,13.553,27.012,,,
701,28.039,24.027,19.941,11.761,13.081,25.861,,,
702,28.623,25.124,20.619,11.249,13.553,25.271,,,
703,27.687,25.563,19.525,9.8526,14.522,26.056,,,
704,28.188,24.564,19.574,12.389,13.801,25.534,,,
705,28.271,24.273,23.207,11.761,14.521,25.858,,,
706,28.261,23.38,23.044,13.082,13.357,25.891,,,
707,28.821,23.798,21.593,12.131,13.081,26.28,,,
708,28.868,22.963,21.711,13.921,13.92,26.137,,,
709,28.483,23.278,23.861,13.082,13.357,26.742,,,
710,29.151,23.999,22.388,11.761,13.921,26.96,,,
711,27.083,23.223,22.471,11.249,12.86,26.387,,,
712,28.117,23.84,21.75,12.125,13.357,24.775,,,
713,28.857,23.074,22.862,12.863,14.522,25.369,,,
714,29.054,23.68,22.649,12.863,15.096,26.023,,,
715,28.686,21.86,20.803,12.863,14.722,26.151,,,
716,28.543,23.408,23.24,13.358,15.271,26.307,,,
717,28.788,21.58,23.609,13.358,12.218,26.384,,,
718,28.541,22.203,23.801,13.862,14.265,25.861,,,
719,28.869,22.925,21.26,12.862,13.357,25.754,,,
720,28.496,23.38,22.111,13.358,14.722,26.383,,,
721,28.363,22.9,17.507,13.358,14.259,25.626,,,
722,28.738,20.829,23.585,12.218,13.8,26.317,,,
723,28.782,25.035,21.356,12.389,14.366,25.755,,,
724,28.75,25.34,21.12,12.471,13.862,24.633,,,
725,28.938,25.425,22.655,12.389,14.367,26.518,,,
726,28.384,25.089,23.016,12.16,12.218,25.755,,,
727,27.258,25.023,16.595,12.218,15.228,25.846,,,
728,28.268,25.219,22.388,12.863,15.398,26.79,,,
729,27.951,23.591,23.083,11.761,14.771,25.662,,,
730,28.153,23.758,22.624,12.389,14.361,25.951,,,
731,28.948,24.373,22.495,12.218,15.095,26.358,,,
732,28.422,24.833,24.793,12.471,15.14,26.617,,,
733,28.844,24.727,22.623,12.863,16.872,25.019,,,
734,28.648,18.447,21.301,12.862,15.398,25.069,,,
735,28.677,25.173,17.899,12.131,14.522,25.85,,,
736,28.952,21.125,18.345,11.761,15.228,26.515,,,
737,29.333,25.402,18.612,10.792,14.771,26.024,,,
738,29.012,25.085,19.652,10.911,14.722,26.235,,,
739,28.763,25.243,19.605,12.471,14.522,26.331,,,
740,28.469,24.777,19.376,10.911,15.271,26.778,,,
741,28.152,24.776,19.46,11.356,15.261,26.235,,,
742,28.571,24.13,18.281,9.8526,15.399,25.453,,,
743,28.7,24.553,19.54,7.5331,15.095,26.197,,,
744,28.683,24.902,18.671,11.356,15.271,25.662,,,
745,28.783,24.571,19.204,11.761,15.141,26.194,,,
746,29.365,24.756,20.452,11.761,14.771,25.789,,,
747,28.992,24.576,17.607,12.471,14.77,26.629,,,
748,28.044,24.23,18.081,13.29,14.522,26.441,,,
749,28.714,24.654,19.377,12.218,13.29,26.388,,,
750,28.987,24.937,22.012,11.356,13.357,25.759,,,
751,28.913,24.232,23.955,12.471,13.357,26.367,,,
752,28.274,25.021,22.013,13.082,13.92,25.85,,,
753,27.981,25.212,20.542,11.761,14.519,25.969,,,
754,28.402,25.174,21.345,12.218,14.522,25.846,,,
755,27.968,24.701,24.813,13.358,14.522,25.662,,,
756,29.558,25.123,24.496,13.358,14.77,25.755,,,
757,28.747,25.243,23.824,12.471,14.522,25.662,,,
758,29.542,24.754,23.861,13.082,16.368,26.871,,,
759,28.787,23.775,25.594,12.218,14.522,24.908,,,
760,28.31,24.223,23.716,13.358,14.365,26.677,,,
761,28.796,24.248,23.463,14.26,14.366,26.027,,,
762,28.674,25.707,21.248,13.554,13.921,25.06,,,
763,28.866,23.912,21.16,12.863,14.521,26.45,,,
764,28.816,24.564,17.075,14.047,14.366,25.816,,,
765,27.933,25.289,24.001,14.313,15.481,26.315,,,
766,28.66,25.199,22.951,13.921,14.522,25.073,,,
767,28.935,24.643,18.408,13.358,15.096,25.166,,,
768,27.681,25.192,24.355,13.358,15.873,26.204,,,
769,28.436,24.85,20.516,13.358,13.092,26.197,,,
770,28.399,24.556,24.519,14.259,13.861,26.45,,,
771,27.75,24.981,21.355,13.082,15.228,26.45,,,
772,28.307,24.066,18.345,13.554,15.14,26.092,,,
773,28.452,25.253,19.714,12.389,14.522,26.317,,,
774,29.141,24.859,21.71,13.358,15.91,26.407,,,
775,28.635,25.271,21.621,12.218,15.095,25.917,,,
776,28.823,25.759,17.732,12.218,15.909,25.167,,,
777,28.869,23.377,22.049,12.471,15.91,26.066,,,
778,28.633,24.648,23.671,13.358,15.136,26.32,,,
779,28.75,24.813,21.911,14.367,16.3,25.634,,,
780,28.733,25.282,24.846,12.131,13.861,26.502,,,
781,28.417,25.539,25.018,13.358,15.272,26.563,,,
782,28.366,25.395,22.662,12.863,14.797,26.307,,,
783,28.443,24.639,22.832,12.389,14.754,26.827,,,
784,28.705,22.609,23.016,11.249,15.095,26.357,,,
785,28.802,24.889,23.102,12.863,15.228,26.79,,,
786,28.846,15.244,23.356,12.218,15.91,25.691,,,
787,27.949,24.204,22.404,11.761,14.259,25.188,,,
788,28.157,24.684,21.471,12.214,14.523,25.301,,,
789,28.446,24.747,21.76,12.218,15.096,25.598,,,
790,27.736,24.884,21.778,13.082,14.77,26.197,,,
791,28.817,24.666,23.08,13.358,14.015,26.704,,,
792,28.455,25.052,22.613,10.792,14.523,26.235,,,
793,28.407,24.19,23.659,10.91,15.271,25.98,,,
794,28.661,24.48,20.789,12.471,15.271,26.28,,,
795,28.203,24.846,19.047,10.911,15.096,26.79,,,
796,28.552,24.802,18.671,11.76,14.839,26.14,,,
797,28.785,24.907,22.592,11.356,15.228,26.563,,,
798,28.992,23.975,21.47,10.907,14.366,26.871,,,
799,29.332,24.692,17.804,10.543,15.398,27.4,,,
800,28.41,24.503,21.751,10.544,14.974,26.763,,,
801,28.442,23.915,20.851,11.761,14.722,25.661,,,
802,28.952,24.598,22.157,10.792,16.197,25.335,,,
803,29.824,24.816,21.669,10.28,16.197,25.614,,,
804,27.757,24.54,22.9,9.2081,13.887,26.515,,,
805,28.645,24.867,21.779,11.249,14.929,25.902,,,
806,29.032,24.911,22.663,11.249,15.481,26.317,,,
807,28.98,25.28,23.861,11.761,16.197,25.661,,,
808,28.906,24.263,22.9,12.471,15.759,27.435,,,
809,27.701,24.657,22.624,11.759,15.481,26.658,,,
810,27.686,24.293,23.527,11.249,15.873,26.762,,,
811,28.56,25.086,23.343,12.471,15.096,26.754,,,
812,27.929,24.62,21.593,11.249,15.096,26.778,,,
813,28.794,24.804,23.397,12.218,15.398,26.307,,,
814,28.603,24.547,23.214,11.761,16.197,25.534,,,
815,28.332,24.932,22.748,12.471,15.482,25.91,,,
816,29.314,25.119,23.045,11.356,16.091,26.367,,,
817,28.942,12.923,23.397,10.543,16.197,26.836,,,
818,28.841,25.426,23.527,11.761,15.481,26.363,,,
819,29.278,23.891,22.259,12.863,16.082,26.704,,,
820,28.759,24.312,23.198,10.911,16.842,26.515,,,
821,29.193,11.121,23.357,11.249,15.096,26.832,,,
822,28.805,24.169,23.357,13.358,16.564,25.935,,,
823,26.664,24.862,22.769,13.921,15.863,26.367,,,
824,28.236,24.592,22.779,12.218,15.271,27.151,,,
825,28.263,23.271,22.584,12.218,14.722,26.515,,,
826,28.415,23.885,24.176,11.246,14.903,26.124,,,
827,28.953,24.31,23.831,11.249,15.481,26.538,,,
828,28.93,24.362,24.221,14.523,16.092,26.038,,,
829,29.16,24.218,23.214,13.358,15.759,26.866,,,
830,28.393,23.641,23.855,11.356,14.518,25.937,,,
831,28.799,23.822,24.413,13.358,15.095,27.038,,,
832,28.562,23.08,22.013,11.249,15.271,26.835,,,
833,28.897,23.661,23.949,13.075,15.141,26.45,,,
834,29.019,24.161,23.186,12.389,13.553,25.398,,,
835,29.036,24.146,24.476,11.357,16.092,25.452,,,
836,29.181,23.705,23.208,11.249,15.399,26.197,,,
837,29.243,24.371,22.862,10.911,14.722,25.755,,,
838,29.318,23.608,23.813,10.543,15.481,27.613,,,
839,28.719,23.511,22.862,11.249,14.52,25.758,,,
840,28.847,13.999,24.193,11.761,15.398,25.739,,,
841,28.864,23.935,23.186,13.082,14.722,26.366,,,
842,28.943,23.723,23.734,12.389,13.357,27.366,,,
843,28.967,22.075,24.104,12.469,14.259,26.671,,,
844,29.783,12.209,22.623,12.389,14.765,26.964,,,
845,29.103,20.936,23.956,11.356,14.522,27.336,,,
846,29.509,22.295,22.56,13.552,14.771,25.891,,,
847,29.174,23.744,21.259,11.76,13.082,26.73,,,
848,28.937,22.193,22.26,12.471,13.354,26.556,,,
849,29.742,23.986,18.671,12.471,14.77,27.097,,,
850,28.936,24.331,23.357,13.358,15.228,27.381,,,
851,28.553,23.989,23.66,12.471,13.921,27.267,,,
852,29.493,24.356,22.156,12.378,15.141,26.778,,,
853,28.669,23.811,22.217,12.218,15.09,27.366,,,
854,27.907,23.872,22.013,12.382,14.722,27.187,,,
855,27.705,23.511,21.912,10.543,14.5,26.93,,,
856,28.492,22.749,23.096,12.218,13.862,26.677,,,
857,28.988,23.929,23.534,11.249,14.366,27.312,,,
858,28.363,24.418,21.259,11.761,14.77,27.532,,,
859,29.129,23.266,24.413,12.218,14.366,26.96,,,
860,29.696,23.939,22.72,11.249,13.802,27.011,,,
861,29.133,21.677,23.508,12.863,14.77,26.038,,,
862,28.52,24.2,20.814,12.863,14.31,26.827,,,
863,28.932,23.079,22.083,11.249,14.722,27.115,,,
864,28.996,23.47,23.187,12.218,14.259,26.109,,,
865,28.927,21.079,23.829,12.218,15.398,25.602,,,
866,28.866,23.44,21.509,12.218,15.481,26.215,,,
867,28.701,23.841,21.863,12.471,16.361,26.449,,,
868,28.808,22.662,21.827,12.124,15.096,25.845,,,
869,28.41,21.46,22.592,12.218,15.228,26.225,,,
870,29.007,23.879,22.218,11.24,14.523,26.358,,,
871,28.452,21.617,22.838,11.249,14.722,26.729,,,
872,28.672,20.871,23.081,10.543,14.771,25.452,,,
873,29.108,20.493,22.56,10.543,15.399,26.594,,,
874,28.998,18.601,23.629,11.356,15.873,25.708,,,
875,28.768,18.85,21.965,10.911,15.14,26.307,,,
876,29.077,23.328,22.495,12.218,14.722,26.886,,,
877,28.786,19.774,22.891,12.389,15.394,26.371,,,
878,28.97,22.519,23.357,11.249,14.722,26.231,,,
879,28.754,21.985,23.081,11.761,15.271,26.105,,,
880,29.035,22.243,22.892,10.911,15.873,25.843,,,
881,27.879,23.484,22.495,11.761,14.257,26.067,,,
882,28.058,22.997,22.495,12.389,15.228,26.566,,,
883,28.322,20.813,22.907,11.761,15.873,26.754,,,
884,28.171,20.784,22.388,12.131,15.759,26.438,,,
885,28.656,21.853,22.304,10.911,13.921,24.945,,,
886,28.465,22.018,22.84,13.358,13.921,26.387,,,
887,29.218,21.724,24.087,12.131,13.92,26.279,,,
888,28.381,18.901,22.156,13.862,15.481,26.19,,,
889,28.707,20.803,23.534,13.082,15.873,26.138,,,
890,29.242,19.482,23.463,13.862,15.759,27.114,,,
891,28.794,20.727,22.471,13.554,15.75,26.138,,,
892,28.301,22.918,22.748,13.86,15.603,26.197,,,
893,28.195,22.048,22.726,13.358,14.317,25.991,,,
894,28.569,21.194,22.907,13.554,15.228,26.515,,,
895,28.354,20.957,22.337,13.554,15.266,26.317,,,
896,29.217,22.286,22.584,13.862,15.398,25.318,,,
897,28.953,19.505,22.862,13.802,15.481,25.534,,,
898,28.489,21.474,23.045,12.389,15.096,26.515,,,
899,27.538,21.345,22.658,12.387,15.266,26.514,,,
900,28.748,20.069,23.269,13.356,13.92,26.357,,,
901,28.619,20.445,22.624,13.862,14.522,25.63,,,
902,28.606,20.186,22.749,12.471,14.259,26.092,,,
903,28.237,20.144,21.837,12.131,15.228,26.407,,,
904,28.701,23.286,22.584,11.761,14.522,25.5,,,
905,28.882,22.022,22.862,11.356,15.272,25.614,,,
906,29.138,22.092,22.592,13.554,15.228,26.705,,,
907,29.334,22.362,22.725,12.863,14.366,25.849,,,
908,28.92,22.507,21.825,12.131,13.862,25.847,,,
909,28.269,10.55,22.217,12.389,15.873,26.501,,,
910,29.263,23.058,22.112,12.218,15.759,26.414,,,
911,28.294,21.991,22.295,12.218,15.909,26.306,,,
912,27.719,22.26,22.338,12.131,12.218,26.401,,,
913,28.313,23.226,21.512,11.356,13.861,25.271,,,
914,29.335,21.579,22.049,12.131,17.607,25.301,,,
915,28.068,22.684,22.726,12.218,17.374,25.481,,,
916,28.519,21.787,21.893,10.911,18.672,25.861,,,
917,28.826,22.997,22.555,12.218,13.081,26.197,,,
918,27.967,23.483,22.495,13.358,15.228,25.594,,,
919,28.88,22.912,21.76,12.471,14.367,26.166,,,
920,28.826,22.966,23.208,12.863,16.367,26.407,,,
921,28.035,22.223,22.588,13.802,18.672,25.348,,,
922,28.138,21.317,22.388,13.29,16.841,26.317,,,
923,27.86,23.043,22.56,12.389,10.791,24.671,,,
924,28.293,23.227,23.357,13.862,14.522,26.384,,,
925,27.863,23.095,21.71,13.554,15.48,25.162,,,
926,28.019,22.81,23.102,13.921,18.105,26.717,,,
927,28.585,22.328,23.215,12.863,18.611,25.127,,,
928,28.495,24.064,22.467,12.471,18.881,25.633,,,
929,28.025,22.166,22.748,12.389,18.609,27.26,,,
930,28.55,22.776,23.103,13.358,17.377,26.898,,,
931,28.843,23.206,23.081,13.554,17.07,27.524,,,
932,28.822,22.538,22.536,13.554,16.297,26.62,,,
933,28.283,22.985,23.046,12.131,13.288,27.264,,,
934,28.724,23.886,20.239,11.249,19.206,28.214,,,
935,28.449,22.481,19.653,13.921,11.248,26.537,,,
936,28.48,21.512,20.91,13.554,12.469,26.63,,,
937,28.305,23.579,23.29,14.367,13.079,28.661,,,
938,27.703,22.439,19.852,12.863,10.543,27.636,,,
939,28.684,23.201,22.663,12.389,11.248,26.563,,,
940,28.664,23.404,20.504,12.218,13.553,26.705,,,
941,28.869,21.472,21.694,13.554,14.366,26.367,,,
942,28.383,24.035,20.992,14.367,12.13,26.317,,,
943,28.431,22.459,20.387,13.29,12.863,26.62,,,
944,27.915,24.979,20.543,11.761,11.76,27.28,,,
945,27.624,21.74,22.058,14.259,7.5326,26.949,,,
946,28.548,18.039,20.705,13.554,8.2385,27.888,,,
947,28.047,20.688,21.292,14.259,9.2073,26.63,,,
948,28.032,22.058,21.512,12.471,9.8524,27.377,,,
949,27.906,23.318,21.099,12.131,11.248,26.536,,,
