,d1,d2,d3,d4,d5,d6,Temperature,Humidity,Weather
950,28.464,23.167,20.898,11.355,13.92,26.624,,,
951,28.571,22.246,21.216,11.761,12.218,26.055,,,
952,28.207,23.3,20.91,12.389,10.279,25.969,,,
953,28.474,23.378,21.094,12.389,11.248,26.621,,,
954,28.622,23.927,20.517,12.218,18.099,26.886,,,
955,28.551,15.217,20.279,12.471,15.481,26.235,,,
956,28.036,23.789,20.91,13.082,13.357,26.91,,,
957,29.509,23.972,21.345,12.389,12.863,27.194,,,
958,28.585,22.578,20.342,12.471,13.92,27.177,,,
959,28.57,23.31,20.656,11.761,12.722,26.705,,,
960,28.611,24.095,21.865,11.761,13.29,27.097,,,
961,28.424,18.142,22.085,12.218,10.543,26.619,,,
962,28.298,19.245,22.085,11.761,12.471,27.186,,,
963,28.159,23.392,21.353,12.218,15.873,26.754,,,
964,27.963,22.561,21.183,11.249,16.128,27.323,,,
965,27.711,23.513,21.511,10.543,12.388,27.038,,,
966,28.45,22.895,21.592,10.28,12.471,27.4,,,
967,28.334,23.086,22.082,10.79,14.308,27.011,,,
968,28.313,23.425,22.294,11.249,13.548,27.934,,,
969,28.469,22.215,22.112,9.8526,15.399,28.368,,,
970,28.732,23.994,22.615,10.911,13.92,27.336,,,
971,28.936,23.793,23.801,10.791,15.873,26.638,,,
972,28.179,24.441,22.295,11.356,15.866,27.365,,,
973,28.519,23.243,22.05,10.911,16.842,27.547,,,
974,28.536,23.668,21.75,10.543,15.398,27.187,,,
975,28.443,23.352,22.085,11.357,11.76,25.98,,,
976,28.297,24.495,21.91,10.911,16.3,26.639,,,
977,27.778,24.344,22.725,11.356,12.471,28.063,,,
978,28.708,24.22,22.589,12.863,13.082,27.974,,,
979,27.779,23.336,23.751,9.3783,9.3779,27.187,,,
980,28.706,23.837,22.47,9.8527,12.218,27.613,,,
981,28.113,21.61,21.865,9.3783,13.861,26.841,,,
982,28.533,22.822,21.711,10.28,14.364,26.357,,,
983,27.671,24.182,23.214,10.911,10.91,26.515,,,
984,28.378,24.305,21.93,10.792,13.921,25.919,,,
985,28.806,20.746,22.509,11.249,9.8522,27.293,,,
986,27.554,24.305,22.13,12.389,11.249,27.114,,,
987,28.618,24.626,22.553,11.249,11.246,27.615,,,
988,28.533,22.517,22.846,11.761,13.357,27.347,,,
989,27.529,23.956,23.831,9.3784,14.259,28.029,,,
990,28.285,23.1,21.292,11.356,12.863,26.704,,,
991,27.506,22.834,23.081,11.356,12.862,27.897,,,
992,28.338,23.065,22.951,11.249,12.218,27.336,,,
993,28.576,23.895,22.98,10.543,13.862,27.724,,,
994,28.474,23.847,23.462,9.3783,15.759,28.292,,,
995,28.278,21.647,22.892,12.389,15.096,27.693,,,
996,28.685,24.048,22.687,12.131,17.891,27.336,,,
997,28.261,23.766,22.156,10.911,22.748,27.271,,,
998,28.658,23.739,22.9,11.356,14.721,26.83,,,
999,28.48,22.568,23.214,11.249,19.896,28.063,,,
1000,28.815,23.558,23.207,8.239,10.909,27.846,,,
1001,28.911,24.045,23.66,11.356,14.722,26.411,,,
1002,28.533,23.787,22.47,10.904,13.553,28.249,,,
1003,28.736,23.324,23.081,12.131,16.3,27.228,,,
1004,28.871,23.313,22.26,10.792,16.528,27.452,,,
1005,27.556,21.752,22.687,10.911,15.094,26.563,,,
1006,27.727,23.207,21.182,12.389,9.207,27.803,,,
1007,27.876,22.926,21.711,11.76,13.862,27.318,,,
1008,28.748,21.847,21.672,12.862,13.553,26.871,,,
1009,30.101,23.212,22.495,12.218,10.91,27.337,,,
1010,27.909,22.89,22.86,11.761,14.522,28.534,,,
1011,28.479,22.222,22.112,12.218,14.722,27.626,,,
1012,28.591,17.43,21.345,12.863,12.471,26.96,,,
1013,28.828,21.472,21.216,12.471,14.481,26.617,,,
1014,28.459,22.822,21.247,12.863,13.358,28.205,,,
1015,28.532,22.599,22.05,12.218,9.2075,28.063,,,
1016,24.348,22.473,23.081,12.471,12.862,27.275,,,
1017,28.559,21.68,22.017,12.471,12.13,27.44,,,
1018,28.273,21.987,22.683,11.761,14.523,27.771,,,
1019,28.467,22.123,23.286,13.544,14.259,27.318,,,
1020,28.711,22.64,23.296,13.862,14.366,26.677,,,
1021,29.063,23.733,23.103,12.218,7.1573,27.777,,,
1022,28.264,23.691,23.349,12.388,14.716,27.293,,,
1023,28.502,23.49,22.888,11.761,16.3,26.933,,,
1024,28.857,23.246,22.899,11.761,9.849,27.576,,,
1025,28.712,20.188,22.388,12.387,12.388,28.275,,,
1026,28.921,24.27,23.357,11.249,18.345,27.608,,,
1027,28.415,22.804,22.495,11.356,4.7709,26.933,,,
1028,28.373,23.581,22.47,12.217,13.848,27.304,,,
1029,28.408,20.888,23.347,12.389,13.356,27.531,,,
1030,28.746,24.469,21.827,13.358,13.08,26.871,,,
1031,27.881,23.206,22.779,13.082,13.357,27.934,,,
1032,28.235,24.165,22.384,12.389,14.77,27.441,,,
1033,28.915,22.548,22.98,12.389,12.47,26.85,,,
1034,28.791,22.977,23.126,11.761,13.357,27.365,,,
1035,28.531,21.927,23.664,11.356,12.388,26.827,,,
1036,28.817,22.105,23.397,12.218,15.591,28.173,,,
1037,28.778,19.984,23.276,12.218,12.471,27.576,,,
1038,29.097,14.386,23.214,13.082,14.77,26.306,,,
1039,28.319,22.915,23.13,10.543,12.471,28.153,,,
1040,24.853,21.675,23.269,11.761,13.357,26.871,,,
1041,28.569,15.981,22.321,11.356,15.095,25.99,,,
1042,27.747,20.826,22.712,10.911,12.388,27.533,,,
1043,28.525,22.816,23.61,11.356,13.92,27.318,,,
1044,29.278,21.97,22.336,10.911,14.366,27.055,,,
1045,29.027,20.858,22.085,10.543,14.72,27.44,,,
1046,28.836,20.921,22.049,11.761,12.862,27.484,,,
1047,28.827,21.553,21.827,12.471,16.595,27.12,,,
1048,28.081,20.963,22.495,11.761,13.554,27.441,,,
1049,28.18,23.078,23.187,10.792,13.92,27.114,,,
1050,28.52,20.991,23.879,12.218,15.91,27.785,,,
1051,27.887,22.646,23.187,11.356,14.523,27.956,,,
1052,28.541,19.479,22.112,10.911,13.081,26.931,,,
1053,28.845,21.863,22.592,12.218,13.552,28.083,,,
1054,28.119,20.568,23.081,11.249,14.259,27.793,,,
1055,28.078,20.292,22.862,11.761,14.176,27.548,,,
1056,27.574,21.611,22.261,11.761,14.522,27.271,,,
1057,27.5,20.861,22.862,12.471,14.257,27.322,,,
1058,26.433,21.734,22.958,11.636,11.008,26.715,,,
1059,28.717,21.226,22.892,10.911,12.47,26.671,,,
1060,28.075,22.102,22.951,12.218,13.553,27.037,,,
1061,28.7,21.398,22.049,11.761,12.969,28.231,,,
1062,27.382,19.282,22.591,12.214,15.272,28.172,,,
1063,28.498,21.473,21.892,12.46,13.081,26.933,,,
1064,28.383,21.568,22.724,13.082,14.77,27.732,,,
1065,28.396,20.92,22.832,12.471,13.357,27.134,,,
1066,27.92,20.233,23.296,12.471,12.925,26.717,,,
1067,28.011,21.432,23.131,13.358,13.553,28.069,,,
1068,28.369,20.224,22.218,12.389,13.802,27.037,,,
1069,28.788,22.746,22.779,13.358,13.92,26.017,,,
1070,28.945,20.128,21.354,12.863,14.771,25.603,,,
1071,27.777,21.116,23.357,10.911,15.48,25.889,,,
1072,28.375,20.96,22.899,11.76,14.259,26.135,,,
1073,28.187,22.494,21.779,12.471,13.082,25.167,,,
1074,29.202,20.312,23.734,12.131,13.357,26.194,,,
1075,28.46,19.131,22.847,10.543,14.522,26.826,,,
1076,28.683,16.22,22.899,12.471,15.14,25.661,,,
1077,28.571,22.443,22.495,12.471,14.722,27.15,,,
1078,28.282,22.035,22.892,11.76,14.769,26.217,,,
1079,28.598,21.913,23.214,12.389,13.801,25.407,,,
1080,28.447,17.091,22.84,12.211,14.254,25.758,,,
1081,28.656,19.974,23.131,13.554,14.721,25.55,,,
1082,28.72,20.701,23.66,11.249,13.843,25.348,,,
1083,28.422,21.696,23.553,13.553,14.333,25.95,,,
1084,26.781,20.678,22.663,10.911,14.771,25.139,,,
1085,28.813,21.834,22.256,12.863,13.553,25.594,,,
1086,28.291,19.987,22.156,12.471,13.552,25.677,,,
1087,28.723,21.012,22.951,11.249,14.769,25.755,,,
1088,26.386,21.247,23.095,12.863,15.399,25.426,,,
1089,28.817,21.168,23.214,13.082,14.832,25.872,,,
1090,28.485,21.071,22.337,12.217,14.366,25.058,,,
1091,28.927,21.671,23.355,12.471,14.521,25.505,,,
1092,25.521,20.201,23.248,12.389,15.095,26.152,,,
1093,29.086,20.873,22.892,12.218,13.92,24.889,,,
1094,28.368,22.768,22.396,13.553,14.521,26.067,,,
1095,28.688,22.039,23.665,13.082,13.357,25.505,,,
1096,29.423,20.892,23.752,14.26,13.29,25.271,,,
1097,28.176,20.152,22.861,11.249,13.802,25.318,,,
1098,28.923,19.835,22.56,12.218,14.522,25.335,,,
1099,28.969,19.746,22.337,12.863,13.552,25.601,,,
1100,28.775,22.679,23.165,12.471,14.259,25.06,,,
1101,29.148,21.383,23.102,13.358,14.253,25.368,,,
1102,28.819,23.276,22.388,11.761,14.523,24.635,,,
1103,28.059,20.297,23.081,11.761,13.861,25.318,,,
1104,27.746,21.515,23.103,11.356,14.522,24.964,,,
1105,28.654,23.097,22.01,12.389,15.27,25.335,,,
1106,29.226,22.605,21.958,12.743,16.362,24.512,,,
1107,25.088,22.534,23.831,11.249,15.27,25.167,,,
1108,28.741,21.896,22.333,12.218,15.91,25.398,,,
1109,28.594,22.243,23.659,12.388,15.123,24.847,,,
1110,28.124,21.682,22.404,12.218,14.366,25.001,,,
1111,28.695,19.548,23.514,12.471,12.013,24.466,,,
1112,28.988,23.209,22.261,11.356,13.082,24.603,,,
1113,27.919,22.192,23.831,12.218,12.218,24.476,,,
1114,28.978,22.248,22.725,12.218,12.862,25.662,,,
1115,28.71,19.922,23.508,12.131,13.919,25.398,,,
1116,28.772,22.942,22.84,12.862,12.218,24.221,,,
1117,28.906,21.973,22.951,12.389,11.355,24.79,,,
1118,28.547,23.459,21.779,12.471,12.862,25.534,,,
1119,25.896,21.376,23.045,13.29,13.553,24.875,,,
1120,28.322,23.82,22.747,12.471,12.388,25.602,,,
1121,28.3,22.635,21.76,13.921,12.862,24.77,,,
1122,29.085,21.428,19.394,13.554,13.92,24.633,,,
1123,29.24,20.862,21.682,13.082,12.498,25.516,,,
1124,28.53,22.158,21.779,13.358,13.861,25.094,,,
1125,28.589,22.017,16.811,13.774,13.356,26.518,,,
1126,28.497,21.536,21.682,13.358,14.77,25.907,,,
1127,27.857,21.779,21.711,13.802,13.919,26.448,,,
1128,27.913,21.625,22.779,13.554,14.258,25.162,,,
1129,28.739,21.007,24.17,13.358,14.521,25.167,,,
1130,28.224,22.555,20.987,12.389,15.096,25.816,,,
1131,28.47,22.552,21.215,14.523,12.862,25.394,,,
1132,28.497,24.399,22.261,14.523,13.802,25.846,,,
1133,28.279,23.769,21.681,13.862,12.862,25.873,,,
1134,28.062,23.826,19.97,12.389,12.876,25.91,,,
1135,28.836,21.352,23.262,13.358,13.862,26.515,,,
1136,28.32,22.411,22.847,13.358,14.522,25.415,,,
1137,27.471,21.236,21.216,13.554,13.068,26.45,,,
1138,28.455,22.809,22.623,13.921,12.858,26.163,,,
1139,28.989,22.41,21.127,12.863,13.357,26.45,,,
1140,28.498,21.478,21.512,12.863,12.388,25.271,,,
1141,27.638,23.106,22.272,13.921,12.526,25.472,,,
1142,28.439,18.835,22.951,12.218,14.258,24.77,,,
1143,28.097,23.264,21.711,12.471,13.921,25.127,,,
1144,28.128,22.316,22.085,12.218,12.387,25.111,,,
1145,28.355,22.704,22.156,13.082,12.218,25.903,,,
1146,28.432,22.68,21.711,13.358,12.387,25.662,,,
1147,27.121,23.298,21.345,12.863,13.357,25.228,,,
1148,27.726,23.139,21.356,13.29,12.217,24.89,,,
1149,28.793,22.744,21.419,12.465,13.357,25.614,,,
1150,27.957,23.323,22.155,12.218,12.218,25.625,,,
1151,27.432,22.602,20.992,12.389,12.218,25.104,,,
1152,28.605,23.028,21.502,12.389,12.861,25.481,,,
1153,28.289,22.704,21.865,12.131,11.355,25.662,,,
1154,27.379,22.807,21.892,12.389,12.848,25.305,,,
1155,27.456,23.163,20.656,12.389,12.218,25.816,,,
1156,28.623,23.291,21.356,12.218,12.471,25.407,,,
1157,27.614,23.216,21.345,12.218,12.388,24.761,,,
1158,27.949,23.006,22.47,12.218,12.217,25.506,,,
1159,28.383,21.321,21.356,11.357,13.081,26.28,,,
1160,28.48,22.753,21.183,12.131,13.357,25.436,,,
1161,27.295,22.801,21.355,14.259,11.248,25.407,,,
1162,27.766,21.598,22.25,13.082,11.356,26.518,,,
1163,28.027,21.186,22.013,13.654,12.218,25.709,,,
1164,28.621,22.888,22.013,13.921,12.215,26.123,,,
1165,28.424,22.884,20.085,13.29,13.921,26.689,,,
1166,28.269,22.907,21.511,12.218,14.722,26.152,,,
1167,28.352,22.584,22.085,13.862,13.862,25.909,,,
1168,27.289,23.241,22.049,13.358,13.921,25.891,,,
1169,28.064,23.109,20.803,13.921,14.313,24.964,,,
1170,28.157,22.629,22.012,14.313,14.523,25.386,,,
1171,27.596,22.347,22.338,13.82,13.553,24.603,,,
1172,28.286,10.4,21.078,13.289,14.521,25.816,,,
1173,28.096,22.681,21.827,13.357,13.081,25.99,,,
1174,27.309,23.304,22.287,13.862,13.357,26.503,,,
1175,28.052,23.895,21.512,13.659,13.553,26.09,,,
1176,28.084,16.951,21.712,13.554,13.358,26.28,,,
1177,27.691,23.196,20.814,12.471,13.801,25.873,,,
1178,26.826,22.44,21.259,13.083,13.357,25.001,,,
1179,26.929,17.251,22.495,13.344,14.77,26.259,,,
1180,27.978,21.081,22.261,13.298,13.861,25.634,,,
1181,27.789,21.705,22.471,13.082,12.217,25.001,,,
1182,27.663,19.736,22.058,13.069,13.356,25.436,,,
1183,26.995,23.041,22.559,13.554,12.861,25.861,,,
1184,27.404,23.486,20.279,13.553,13.289,25.543,,,
1185,27.749,23.106,21.616,12.863,15.096,26.056,,,
1186,28.114,23.052,22.592,13.554,14.325,25.961,,,
1187,28.022,23.724,22.847,12.215,13.082,25.697,,,
1188,27.742,21.893,20.851,13.554,12.471,26.023,,,
1189,27.716,23.629,22.049,14.238,12.862,26.023,,,
1190,28.113,23.922,23.249,13.291,14.718,26.414,,,
1191,26.989,20.096,23.357,12.131,13.356,26.056,,,
1192,27.079,19.555,22.337,13.358,12.471,25.661,,,
1193,27.778,20.483,22.951,12.863,11.248,25.677,,,
1194,27.48,23.569,22.9,13.854,12.217,26.592,,,
1195,28.011,18.912,22.847,13.358,11.356,25.872,,,
1196,27.718,10.443,22.535,12.863,13.553,26.235,,,
1197,28.141,21.997,22.217,13.921,10.28,24.945,,,
1198,28.147,12.435,22.907,13.291,12.862,25.697,,,
1199,27.981,10.41,23.43,13.802,12.218,25.846,,,
1200,28.3,20.904,22.471,12.471,12.388,26.067,,,
1201,27.585,22.351,21.711,12.388,11.248,25.861,,,
1202,27.582,22.358,23.553,13.802,10.91,26.027,,,
1203,27.126,19.767,22.749,13.358,12.217,25.546,,,
1204,26.679,14.132,23.131,12.863,12.13,25.702,,,
1205,28.311,20.386,22.981,13.358,12.471,25.347,,,
1206,27.383,12.167,22.396,12.389,11.356,25.614,,,
1207,27.798,16.877,22.129,13.554,12.471,25.44,,,
1208,28.101,20.073,22.32,13.358,10.91,25.857,,,
1209,27.912,23.161,21.836,12.471,12.218,25.435,,,
1210,27.907,23.462,21.682,13.082,13.081,24.944,,,
1211,27.734,22.431,22.261,13.082,12.471,25.167,,,
1212,28.119,14.089,22.591,12.862,10.543,24.847,,,
1213,27.956,23.9,22.837,13.802,10.791,26.3,,,
1214,27.445,20.417,21.711,13.358,12.388,25.481,,,
1215,27.352,23.636,22.686,13.29,12.129,25.759,,,
1216,28.29,19.561,22.847,13.29,11.249,25.546,,,
1217,28.076,21.01,22.495,13.358,10.91,25.739,,,
1218,27.901,23.897,21.249,13.889,11.76,25.602,,,
1219,27.758,23.255,21.502,12.471,13.29,25.739,,,
1220,28.244,24.319,21.712,13.082,12.389,25.873,,,
1221,27.13,20.877,23.045,12.218,12.861,26.515,,,
1222,27.684,13.836,23.102,13.358,10.91,25.994,,,
1223,27.126,14.809,22.495,13.358,9.8519,25.215,,,
1224,27.976,20.481,21.893,13.082,11.76,25.846,,,
1225,27.405,23.067,22.295,13.082,11.76,24.775,,,
1226,28.279,21.009,22.624,13.358,12.862,26.371,,,
1227,27.967,17.099,21.623,12.471,10.543,25.126,,,
1228,28.243,21.088,21.93,12.471,9.8517,25.284,,,
1229,28.089,21.551,21.685,13.358,11.356,26.196,,,
1230,27.606,21.653,21.509,12.218,13.081,25.48,,,
1231,28.146,23.312,20.85,12.471,12.764,25.518,,,
1232,28.274,23.848,21.75,12.218,12.387,25.48,,,
1233,27.975,18.042,22.556,13.358,12.863,25.335,,,
1234,28.242,21.509,21.681,12.861,12.13,24.711,,,
1235,27.866,21.07,21.93,13.358,8.2382,25.095,,,
1236,28.19,23.689,22.899,12.863,13.357,25.633,,,
1237,28.229,21.144,22.471,12.863,12.387,24.908,,,
1238,26.804,24.152,21.682,14.523,10.54,25.873,,,
1239,27.609,22.966,21.75,13.862,12.13,26.367,,,
1240,28.051,23.131,22.258,13.862,12.218,26.259,,,
1241,28.295,13.288,22.086,13.082,10.791,25.162,,,
1242,28.031,21.556,21.512,12.389,12.862,25.697,,,
1243,27.47,22.755,22.725,13.496,12.218,24.553,,,
1244,28.101,13.543,22.49,13.551,13.86,25.336,,,
1245,28.591,13.044,21.75,13.358,12.471,24.302,,,
1246,28.491,12.548,21.355,13.862,11.76,24.512,,,
1247,27.847,23.208,21.356,13.082,12.862,24.94,,,
1248,28.32,19.955,22.085,12.389,12.388,24.434,,,
1249,27.161,23.732,23.095,12.389,12.862,25.162,,,
1250,27.568,22.988,21.76,12.218,11.249,24.964,,,
1251,28.034,12.659,21.512,12.389,12.218,25.481,,,
1252,27.847,12.703,21.512,12.218,12.388,24.794,,,
1253,26.933,12.762,22.471,12.471,12.388,25.14,,,
1254,27.49,12.97,21.682,11.761,12.218,25.452,,,
1255,27.323,12.252,20.656,12.863,13.357,25.595,,,
1256,27.849,12.997,21.216,13.553,10.542,25.909,,,
1257,27.211,11.228,21.502,13.358,13.846,24.795,,,
1258,27.502,14.387,21.682,13.358,12.861,25.266,,,
1259,28.318,11.221,21.356,13.554,12.862,25.386,,,
1260,27.168,19.545,22.839,12.131,11.355,25.662,,,
1261,28.388,14.792,21.183,10.534,11.248,24.226,,,
1262,26.969,23.053,22.847,10.911,11.76,25.872,,,
1263,27.871,21.266,21.623,9.208,10.91,25.755,,,
1264,27.459,21.907,21.863,9.2081,10.91,25.335,,,
1265,27.609,21.029,20.851,10.543,9.2077,25.602,,,
1266,28.13,21.51,21.512,10.792,11.356,24.837,,,
1267,27.667,19.661,22.615,9.8527,11.76,25.697,,,
1268,27.725,23.938,21.837,10.792,10.789,25.305,,,
1269,27.081,22.68,21.75,10.911,12.216,25.305,,,
1270,27.306,23.782,21.779,10.28,10.543,25.572,,,
1271,28.388,21.982,20.91,9.3783,9.2078,24.204,,,
1272,27.807,13.813,20.656,12.471,10.79,25.386,,,
1273,27.576,23.622,21.216,13.921,12.218,25.059,,,
1274,26.853,23.745,20.543,13.082,12.862,25.318,,,
1275,27.17,20.681,20.991,13.175,13.552,24.564,,,
1276,28.302,21.432,21.216,13.802,13.081,24.837,,,
1277,26.996,22.871,20.743,13.554,11.356,25.63,,,
1278,27.333,23.645,21.116,13.082,13.357,24.598,,,
1279,27.961,12.531,20.336,13.358,12.218,25.306,,,
1280,27.548,22.541,21.127,12.469,12.388,25.396,,,
1281,28.095,20.834,21.711,12.863,12.216,25.601,,,
1282,28.14,24.721,20.706,12.863,13.552,25.162,,,
1283,27.367,23.882,20.28,13.921,10.91,25.662,,,
1284,28.213,23.06,20.898,13.29,11.76,25.736,,,
1285,27.582,23.536,21.623,13.082,12.721,25.95,,,
1286,28.215,24.042,21.827,11.761,13.081,26.123,,,
1287,27.908,23.426,20.387,14.523,12.217,26.137,,,
1288,27.228,23.413,15.147,12.389,13.356,25.152,,,
1289,27.672,23.272,22.405,13.358,13.357,23.553,,,
1290,27.647,21.93,20.791,13.358,13.357,25.968,,,
1291,28.204,23.183,20.347,14.313,12.13,23.861,,,
1292,28.418,23.943,21.215,14.723,12.217,26.194,,,
1293,27.835,23.55,20.239,13.862,13.081,26.196,,,
1294,27.498,23.771,19.941,14.313,14.522,24.94,,,
1295,27.285,22.894,19.882,14.313,13.552,27.231,,,
1296,27.922,23.563,20.452,13.554,12.863,27.514,,,
1297,27.104,24.907,21.779,14.771,13.921,26.317,,,
1298,27.875,24.577,21.345,13.358,14.523,23.95,,,
1299,27.203,23.905,20.851,13.291,14.258,25.348,,,
1300,27.362,23.807,21.512,13.358,14.522,24.366,,,
1301,27.102,24.266,22.217,13.751,14.259,27.368,,,
1302,27.941,24.741,22.218,14.26,13.553,25.14,,,
1303,27.545,24.623,21.259,13.554,14.259,25.98,,,
1304,27.21,20.622,21.508,14.723,14.523,27.038,,,
1305,27.139,24.708,20.851,14.26,13.553,27.012,,,
1306,27.062,23.284,19.97,14.523,13.081,26.595,,,
1307,28.637,24.269,19.31,14.259,13.861,27.523,,,
1308,27.569,25.18,21.471,13.802,13.92,26.081,,,
1309,27.277,24.113,21.511,13.358,14.313,27.974,,,
1310,28.188,25.662,13.92,13.358,13.92,26.438,,,
1311,28.075,26.602,20.791,13.8,13.081,26.67,,,
1312,28.327,19.394,22.123,13.358,14.259,26.502,,,
1313,28.017,24.42,22.112,12.471,14.259,25.994,,,
1314,28.512,24.287,20.91,12.389,13.861,24.921,,,
1315,28.494,21.901,19.46,13.082,12.47,26.595,,,
1316,28.189,22.402,19.31,14.26,13.861,25.98,,,
1317,27.572,23.387,19.606,12.47,13.553,25.991,,,
1318,28.205,24.129,19.852,12.863,13.357,26.29,,,
1319,26.011,24.591,20.085,12.131,13.861,26.763,,,
1320,27.865,24.123,19.376,12.471,13.553,26.605,,,
1321,27.929,23.846,20.91,13.082,13.356,26.368,,,
1322,28.277,23.674,19.822,13.082,12.129,27.336,,,
1323,28.28,23.626,17.9,12.218,12.218,26.89,,,
1324,27.334,23.17,20.387,12.385,12.13,27.128,,,
1325,27.597,23.039,19.207,13.082,10.542,25.144,,,
1326,28.304,23.548,20.347,12.863,13.357,26.037,,,
1327,28.086,23.647,19.97,13.921,12.471,25.891,,,
1328,27.02,23.423,19.394,15.227,13.553,25.661,,,
1329,27.631,22.026,20.07,13.358,13.551,26.259,,,
1330,28.218,23.11,19.46,13.358,13.553,26.235,,,
1331,28.091,23.023,20.07,14.259,12.218,25.398,,,
1332,27.883,23.264,19.605,13.862,13.357,25.367,,,
1333,28.434,23.356,17.187,14.771,11.76,25.284,,,
1334,27.531,23.004,21.253,13.554,10.91,26.592,,,
1335,28.79,23.252,18.92,13.29,12.469,25.14,,,
1336,28.423,23.372,19.653,13.862,12.13,25.614,,,
1337,27.928,23.466,18.92,14.771,12.388,26.224,,,
1338,28.041,19.868,20.543,14.536,11.759,25.122,,,
1339,27.949,23.653,17.608,14.771,13.357,25.57,,,
1340,27.857,24.055,12.217,13.862,11.76,26.235,,,
1341,28.23,22.903,20.706,14.521,13.081,25.602,,,
1342,28.032,24.19,20.543,13.921,13.552,25.758,,,
1343,28.175,23.291,20.184,12.863,13.29,25.001,,,
1344,27.922,23.379,19.102,14.523,12.388,26.235,,,
1345,26.949,23.251,18.75,15.272,12.862,25.528,,,
1346,27.468,23.381,19.714,15.272,13.081,24.775,,,
1347,27.623,21.195,19.378,14.523,12.862,25.98,,,
1348,27.391,24.31,19.97,12.863,12.388,25.661,,,
1349,27.796,22.364,19.852,13.921,11.356,26.166,,,
1350,27.897,24.492,19.394,15.229,11.248,26.45,,,
1351,28.184,25.956,18.409,15.141,12.471,25.662,,,
1352,27.397,26.326,19.102,15.482,12.389,25.386,,,
1353,27.404,25.941,18.826,15.873,13.505,25.523,,,
1354,27.837,25.969,18.281,15.759,12.217,26.715,,,
1355,28.045,24.999,17.719,14.523,12.862,24.939,,,
1356,27.853,25.065,17.9,15.91,12.471,26.502,,,
1357,27.072,25.065,19.97,15.272,13.357,25.335,,,
1358,26.841,26.428,18.491,15.873,10.791,25.816,,,
1359,27.804,26.629,18.883,14.259,13.357,25.162,,,
1360,27.503,25.761,18.106,15.229,12.13,25.917,,,
1361,27.778,26.092,16.842,15.096,9.2077,26.368,,,
1362,27.72,26.904,18.038,15.603,11.355,26.33,,,
1363,27.642,26.301,18.92,15.096,12.217,25.661,,,
1364,27.296,26.61,18.883,13.921,11.356,25.534,,,
1365,27.866,26.215,17.074,15.603,12.471,25.846,,,
1366,27.844,13.461,18.826,15.229,14.258,25.891,,,
1367,27.336,25.866,16.197,16.198,13.081,25.816,,,
1368,27.534,25.805,18.92,13.358,12.218,25.994,,,
1369,27.249,25.845,18.75,13.554,11.76,25.096,,,
1370,28.507,25.687,19.46,14.523,12.218,25.127,,,
1371,26.956,24.771,20.851,15.873,13.553,24.603,,,
1372,28.225,23.979,20.517,14.523,12.47,25.452,,,
1373,27.839,25.585,19.46,15.603,12.861,25.662,,,
1374,27.672,24.632,19.207,12.125,13.554,25.674,,,
1375,27.639,25.549,19.207,15.141,12.471,26.037,,,
1376,28.223,25.252,19.837,12.468,13.356,24.95,,,
1377,27.235,26.032,19.208,15.228,13.081,25.961,,,
1378,27.652,26.345,18.238,15.873,13.357,26.224,,,
1379,27.587,25.674,19.207,15.229,13.081,25.534,,,
1380,27.221,25.541,19.526,13.862,12.388,26.023,,,
1381,27.823,26.303,19.573,12.218,13.081,25.69,,,
1382,27.41,25.56,19.378,10.28,13.29,27.525,,,
1383,28.479,25.777,18.75,12.13,12.459,25.331,,,
1384,27.71,22.881,19.207,12.218,12.47,25.974,,,
1385,27.134,24.507,17.899,11.356,12.094,25.758,,,
1386,27.67,23.369,20.341,10.911,12.387,25.162,,,
1387,27.706,26.099,18.883,13.077,12.862,25.63,,,
1388,27.282,26.814,19.048,12.389,12.388,26.414,,,
1389,27.774,26.552,19.715,11.761,13.07,25.872,,,
1390,27.145,24.813,19.653,13.358,12.218,24.654,,,
1391,28.282,25.812,18.15,12.389,13.358,26.106,,,
1392,27.949,23.25,18.491,13.358,13.553,25.754,,,
1393,27.297,27.064,18.901,13.862,12.218,25.662,,,
1394,27.743,25.177,17.593,12.471,13.357,26.113,,,
1395,27.789,24.405,18.084,13.358,12.471,26.123,,,
1396,27.252,24.332,17.533,11.761,12.471,25.452,,,
1397,27.245,25.089,17.805,12.131,13.801,25.98,,,
1398,26.296,24.751,17.323,12.389,13.92,25.968,,,
1399,27.974,24.532,18.084,11.761,12.471,26.387,,,
1400,27.754,24.84,17.9,10.911,13.861,25.335,,,
1401,27.348,24.389,17.732,11.761,13.357,26.197,,,
1402,27.936,24.233,16.872,12.218,13.861,25.74,,,
1403,27.95,24.483,18.612,13.921,13.29,26.39,,,
1404,28.115,24.695,17.507,11.761,12.47,25.162,,,
1405,27.874,24.51,18.491,12.389,11.265,26.259,,,
1406,27.651,23.287,19.395,11.761,12.388,25.095,,,
1407,27.771,24.064,19.574,12.471,13.357,26.027,,,
1408,27.324,23.703,19.653,12.218,14.522,25.055,,,
1409,27.821,23.998,17.532,11.357,12.861,24.941,,,
1410,27.34,23.209,19.102,12.218,11.356,26.166,,,
1411,27.357,24.829,19.653,13.802,11.76,25.812,,,
1412,27.776,24.235,18.345,13.802,11.76,24.762,,,
1413,27.938,24.854,20.387,11.249,12.388,25.845,,,
1414,27.701,23.882,19.97,13.433,12.13,25.755,,,
1415,27.535,24.39,18.826,13.358,13.554,26.137,,,
